UH#,GLOSS#,Version,Location,Country,Latitude,Longitude,Start,End,Data,CSV,NetCDF,OldNetCDF,Meta
730,189,b,Base Prat,Chile,-62.483,-59.633,3/10/2010,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
731,191,a,Puerto Madryn,Argentina,-42.763,-65.032,3/15/2010,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
732,,a,"Isabel Segunda, PR",Puerto Rico,18.152,-65.443,3/7/2009,10/19/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
733,,a,"Esperanza, PR",Puerto Rico,18.093,-65.47,8/16/2005,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
734,,a,"Yabucoa Harbor, PR",United States of America (the),18.055,-65.832,8/29/2008,12/31/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
735,,a,"Arecibo, PR",Puerto Rico,18.48,-66.702,8/29/2008,12/31/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
736,,a,"Mayaguez, PR",Puerto Rico,18.22,-67.16,3/12/2008,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
737,,a,San Andres,Colombia,12.583,-81.7,1/2/1997,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
738,,a,Santa Marta,Colombia,11.235,-74.222,10/1/2012,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
739,,a,El Porvenir,Panama,9.558,-78.948,8/23/2012,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
740,,a,"Eastport, ME",United States of America (the),44.903,-66.985,9/13/1929,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
741,,a,"Boston, MA",United States of America (the),42.355,-71.052,5/4/1921,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
742,,a,"Woods Hole, MA",United States of America (the),41.523,-70.672,1/2/1957,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
743,,a,"Nantucket, MA",United States of America (the),41.285,-70.097,2/2/1965,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
744,,a,"New London, CT",United States of America (the),41.355,-72.087,6/13/1938,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
745,,a,"New York, NY",United States of America (the),40.7,-74.015,6/2/1920,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
746,,a,"Cape May, NJ",United States of America (the),38.968,-74.96,11/22/1965,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
747,,a,"Lewes, DE",United States of America (the),38.782,-75.12,2/2/1919,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
749,,a,Chesapeake BBT,United States of America (the),36.967,-76.113,1/30/1975,12/31/2016,daily hourly,daily hourly,daily hourly,daily hourly,meta
750,,a,"Wilmington, NC",United States of America (the),34.227,-77.953,12/29/1935,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
752,289,a,"Fort Pulaski, GA",United States of America (the),32.033,-80.902,7/2/1935,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
753,,a,"Mayport, FL",United States of America (the),30.395,-81.432,4/27/1928,11/30/2000,daily hourly,daily hourly,daily hourly,daily hourly,meta
754,,a,"Cocoa Beach, FL",United States of America (the),28.368,-80.6,10/18/1994,12/31/1996,daily hourly,daily hourly,daily hourly,daily hourly,meta
755,218,a,"Virginia Key, FL",United States of America (the),25.732,-80.162,1/29/1994,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
757,,a,"Naples, FL",United States of America (the),26.13,-81.807,3/5/1965,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
759,,a,"St. Petersburg, FL",United States of America (the),27.76,-82.627,12/25/1946,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
760,,a,"Apalachicola, FL",United States of America (the),29.727,-84.982,4/2/1976,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
761,,a,Panama City Beach,United States of America (the),30.213,-85.88,1/1/1993,12/31/2022,daily hourly,daily hourly,daily hourly,daily hourly,meta
762,288,a,"Pensacola, FL",United States of America (the),30.403,-87.213,5/2/1923,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
763,,a,"Dauphin Island, AL",United States of America (the),30.25,-88.075,4/1/1981,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
764,,a,"South Pass, LA",United States of America (the),28.99,-89.14,3/30/1993,1/31/1999,daily hourly,daily hourly,daily hourly,daily hourly,meta
765,,a,"Grand Isle, LA",United States of America (the),29.263,-89.957,1/1/1980,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
766,,a,"Sabine Pass N, TX",United States of America (the),29.73,-93.87,1/29/1985,9/30/2020,daily hourly,daily hourly,daily hourly,daily hourly,meta
767,217,a,"Galveston, P.Pier",United States of America (the),29.287,-94.79,8/22/1957,7/19/2011,daily hourly,daily hourly,daily hourly,daily hourly,meta
769,,a,"Rockport, TX",United States of America (the),28.022,-97.047,3/2/1937,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
770,,a,"Corpus Cristi, TX",United States of America (the),27.58,-97.217,12/2/1983,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
772,,a,"Port Isabel, TX",United States of America (the),26.06,-97.215,4/2/1944,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
773,,a,"Clearwater Bch, FL",United States of America (the),27.977,-82.832,1/1/1996,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
774,,a,"Port Canaveral, FL",United States of America (the),28.415,-80.593,10/22/1994,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
775,217,a,"Galveston, Pier 21",United States of America (the),29.31,-94.793,1/2/1904,12/31/2021,daily hourly,daily hourly,daily hourly,daily hourly,meta
776,,a,Punta Cana,Dominican Republic (the),18.505,-68.375,6/19/2010,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
777,,a,Puerto Plata,Dominican Republic (the),19.798,-70.702,6/22/2010,9/4/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
778,,a,Willemstad,Curacao,12.103,-68.942,1/13/2011,4/3/2012,daily hourly,daily hourly,daily hourly,daily hourly,meta
779,,a,Ciudad del Carmen,Mexico,18.533,-91.833,1/2/1957,12/31/1979,daily hourly,daily hourly,daily hourly,daily hourly,meta
780,,a,Puerto Cortes,Honduras,15.835,-87.87,2/6/1948,12/31/1968,daily hourly,daily hourly,daily hourly,daily hourly,meta
780,,b,Puerto Cortes,Honduras,15.835,-87.87,2/1/2001,1/31/2002,daily hourly,daily hourly,daily hourly,daily hourly,meta
781,,a,Belize,Belize,17.5,-88.183,1/2/1964,10/1/1967,daily hourly,daily hourly,daily hourly,daily hourly,meta
782,210,a,Port Royal,Jamaica,17.933,-76.85,1/2/1965,12/31/1971,daily hourly,daily hourly,daily hourly,daily hourly,meta
783,,a,"Fajardo, PR",Puerto Rico,18.333,-65.633,8/17/1921,7/29/1923,daily hourly,daily hourly,daily hourly,daily hourly,meta
783,,b,"Fajardo, PR",Puerto Rico,18.333,-65.633,10/7/2008,9/19/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
784,,a,Puerto Castilla,Honduras,16.017,-86.033,6/3/1955,11/30/1967,daily hourly,daily hourly,daily hourly,daily hourly,meta
786,,a,Roseau,Dominica,15.313,-61.39,5/17/2011,2/28/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
789,,a,Prickley Bay,Grenada,12.005,-61.765,5/11/2011,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
799,209,a,Portu-Prince,Haiti,18.567,-72.35,12/1/2011,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
800,322,a,Andenes,Norway,69.317,16.15,10/10/1991,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
801,,a,Honningsvag,Norway,70.983,25.983,6/2/1988,12/30/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
802,,a,Maloy,Norway,61.933,5.117,4/22/1986,12/30/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
803,234,a,Rorvik,Norway,64.867,11.25,8/19/1969,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
804,321,a,Tregde,Norway,58,7.567,10/5/1927,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
805,323,a,Vardo,Norway,70.333,31.1,9/11/1947,12/30/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
806,,a,Nouakchott,Mauritania,17.99,-16.037,1/6/2007,2/8/2015,daily hourly,daily hourly,daily hourly,daily hourly,meta
807,349,a,Alexandria,Egypt,31.212,29.923,11/7/2009,1/16/2016,daily hourly,daily hourly,daily hourly,daily hourly,meta
816,350,a,Port Sonara,Cameroon,4.007,9.127,6/24/2008,6/24/2011,daily hourly,daily hourly,daily hourly,daily hourly,meta
819,233,a,Goteborgorsh.,Sweden,57.683,11.8,11/3/1967,12/31/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
822,242,a,Brest,France,48.383,-4.5,1846-01-04,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
823,345,a,Nylesund,Norway,78.933,11.95,8/31/1976,12/29/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
824,205,a,Marseille,France,43.278,5.353,1849-11-02,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
825,284,a,Cuxhaven,Germany,53.867,8.717,12/29/1917,7/11/2023,daily hourly,daily hourly,daily hourly,daily hourly,meta
826,341,a,Stockholm,Sweden,59.325,18.082,1889-01-01,12/31/2014,daily hourly,daily hourly,daily hourly,daily hourly,meta
830,243,a,La Coruna,Spain,43.367,-8.4,3/1/1943,12/31/2017,daily hourly,daily hourly,daily hourly,daily hourly,meta
832,342,a,Rothera,United Kingdom of Great Britain and Northern Ireland (the),-67.567,-68.133,12/24/2002,9/5/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
833,224,a,Nain,Canada,56.55,-61.683,10/18/1963,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
834,239,a,Malin Head,Ireland,55.367,-7.333,1/17/1958,12/31/2001,daily hourly,daily hourly,daily hourly,daily hourly,meta
835,330,a,Castletownbere,Ireland,51.65,-9.903,12/17/2004,12/31/2008,daily hourly,daily hourly,daily hourly,daily hourly,meta
837,,a,Gedser,Denmark,54.567,11.933,1891-09-02,12/31/2012,daily hourly,daily hourly,daily hourly,daily hourly,meta
838,,a,Hornbaek,Denmark,56.1,12.467,1891-01-02,12/31/2012,daily hourly,daily hourly,daily hourly,daily hourly,meta
850,,a,Ile Royale,France,5.285,-52.585,5/17/1989,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
851,,a,"I Royal, AnseLegoff",France,5.288,-52.587,5/17/1989,12/5/2007,daily hourly,daily hourly,daily hourly,daily hourly,meta
860,,a,Puerto Moreles,Mexico,20.868,-86.867,10/23/2007,6/25/2013,daily hourly,daily hourly,daily hourly,daily hourly,meta
861,,a,Celestun,Mexico,20.858,-90.403,2/12/2010,8/18/2011,daily hourly,daily hourly,daily hourly,daily hourly,meta
862,,a,"Telchac, Yuk.",Mexico,21.34,-89.308,12/1/2011,4/29/2013,daily hourly,daily hourly,daily hourly,daily hourly,meta
878,,a,Bullen Bay,Curacao,12.187,-69.02,10/17/2013,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
900,10,a,Inhambane,Mozambique,-23.868,35.377,7/2/2011,9/27/2011,daily hourly,daily hourly,daily hourly,daily hourly,meta
906,141,a,Moulmein,Myanmar,16.465,97.622,12/1/2006,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
907,37,a,Akyab (Sittwe),Myanmar,20.14,92.903,9/8/2006,12/31/2018,daily hourly,daily hourly,daily hourly,daily hourly,meta
915,337,a,Chabahar,Iran (Islamic Republic of),25.297,60.603,11/1/2007,12/31/2016,daily hourly,daily hourly,daily hourly,daily hourly,meta
Charlottetown,,a,PEI,Canada,46.230587,-63.122522,1/1/1943,12/31/2023,,,,,
